cod,desc,cant,estante,nivel,costo_unitario
5144POLLO,Alcancia pollito,42,,,
5144T,Alcancia tortuga medida 10x10x13,45,,,
5144V,Alcancia vaca,38,,,
D5145,Caja pingüino ,1,,,
5147,Caja para palomita mini kraft, -   ,,,
5148,Caja p/tarjeta presentación ,526,,,
5149A,Cubo mini azul,9,,,
5149AM,Cubo mini amarillo, -   ,,,
5149R,Cubo mini rojo ,240,,,
5149V,Cubo mini verde,25,,,
5150A,Lonchera color azul, -   ,,,
5150AM,Lonchera color amarilla,32,,,
5150C,Lonchera zebra,26,,,
5150K,Lonchera color kraft,64,,,
5150LUNARNGO,Lonchera lunares negra,10,,,
5150LUNARROJO,Lonchera lunares rojo, -   ,,,
5150LUNARROSA,Lonchera lunares rosa,44,,,
5150M,Lonchera color morada,26,,,
5150N,Lonchera color naranja,60,,,
5150NGO,Lonchera color negro,47,,,
5150RA,Lonchera rayas, -   ,,,
5150ROJA,Lonchera color roja,138,,,
5150ROSA,Lonchera color rosa, -   ,,,
5150V,Lonchera color verde,32,,,
5151,Caja para cd caple,168,,,
5153,Caja p/perfume,154,,,
5154,Caja palomitas chica ,58,,,
5155A,Er-13 bebe azul, -   ,,,
5155R,Er-13 bebe rosa,16,,,
5156,Casita caple blanca, -   ,,,
5157,Caja circo,21,,,
5158,CAJA BAUTIZO BCA. 24PTS MED.30X25X5,100,,,
5159,Caja para corbata,97,,,
5160OSO,Bolo osito,2,,,
5160P,Bolo payaso,49,,,
5161B,Cubo mini caple bond,8,,,
5161K,Cubo mini caple kraft,152,,,
5162,Hexagono caple kraft,10,,,
5163,Funda cd caple kraft,81,,,
5164B,Almohada mini caple blanco,11,,,
5164K,Almohada mini caple kraft,199,,,
5165B,Caja para dulces tapa integrada blanca, -   ,,,
5165K,Caja para dulces tapa integrada kraft,193,,,
5166B,Dulcera chica caple blanca,4,,,
5166K,Dulcera chica caple kraft,66,,,
5167,Muñeca micro caple kraft,241,,,
5168B,Caja sorpresa caple blanco, -   ,,,
5168K,Caja sorpresa caple kraft,152,,,
5169B,Almohada chica y/o mediana caple blanco,212,,,
5169K,Almohada chica y/o mediana caple kraft, -   ,,,
5171R,ALMOHADA GRANDE ROJO,4,,,
5172D,ALMOHADA SUPER DORADA,6,,,
5175,Caja muñeca mini 14 feb, -   ,,,
5176,Caja muñeca chica 14 feb, -   ,,,
5177,Caja muñeca mediana 14 feb,27,,,
5178,Caja muñeca grande 14 feb,48,,,
5179,DULCERA MINI CORAZONES,84,,,
5180LA,Bolsa europa chica love azul, -   ,,,
5180R,BOLSA EUROPA CHICA ROJA,12,,,
5180ROS,Bolsa europa chica love rosa,19,,,
5181A,Bolsa europa mediana love kraft azul, -   ,,,
5181R,Bolsa europa mediana love kraft rosa,17,,,
5181ROJ,BOLSA EUROPA MEDIANA ROJA 14 FEB,10,,,
5182P,Bolsa europa  grande paris,2,,,
5182PTS,Bolsa europa grande puntos en medida 40x13x46.5,1,,,
5182R,BOLSA EUROPA GRANDE ROJA,25,,,
5183C,PELUCHERA CH CORAZON,13,,,
5183L,Peluchera ch love letras color,22,,,
5184,Peluchera mediana kraft love letras verde, -   ,,,
5184FEB,PELUCHERA MEDIANA BLANCA CORAZONES 14 FEB,21,,,
D5185,Peluchera caple 14 de feb grande,60,,,
5187,Porta retrato 14 feb,46,,,
5187K,PORTARETRATO CAPLE 14 FEB KRAFT,25,,,
5188KA,Lonchera mini love kraft azul,40,,,
5188KR,Lonchera mini love kraft rosa,34,,,
5188R,LONCHERA MINI LOVE ROJA,44,,,
5189,CUBO T.Q.M. XOXO,34,,,
5191,Caja para palomitas grande popcorn,37,,,
5192,Caja para palomitas mediana popcorn,84,,,
5193PC,Caja para palomitas chica pop corn,48,,,
5193R,Caja para palomitas chica retro, -   ,,,
5193Z,Caja para palomitas chica zig zag,10,,,
5194,PORTARETRATOS IMPRESO NIÑOS,52,,,
5195,CUBO IMPRESO NIÑOS,5,,,
5196,Caja trenecito caple,36,,,
5197A,Cubo turquesa azul con plata,70,,,
5197B,Cubo turquesa be mine,27,,,
5197R,Cubo turquesa rojo con plata,10,,,
5198,Cubo chocolate , -   ,,,
5199,CAJA CHOCOLATE CORAZONES,26,,,
5200,Caja lunares sorpresa,10,,,
5201,Bolsa chica sulfatada ,6,,,
5202,Bolsa mediana sulfatada ,131,,,
5203,Bolsa grande sulfatada ,70,,,
5204,Bolsa sulfatada mini,236,,,
5205,Camion bombero,28,,,
5209A,Hexagono sulfatado azul,16,,,
5209B,Hexagono sulfatado blanco,62,,,
5209L,Hexagono sulfatado lila,132,,,
5209ROJO,Hexagono sulfatado rojo,31,,,
5209ROSA,Hexagono sulfatado rosa,11,,,
5209V,Hexagono sulfatado verde,20,,,
5210AC,Caja muñeca micro sulfatada azul claro ,38,,,
5210AT,Caja muñeca micro sulfatada azul turquesa, -   ,,,
5210BCO,Caja muñeca micro sulfatada blanco,20,,,
5210BGE,Caja muñeca micro sulfatada beige,115,,,
5210CHO,Caja muñeca micro sulfatada chocolate,125,,,
5210D,Caja muñeca micro sulfatada dorada,140,,,
5210L,Caja muñeca micro sulfatada lila,76,,,
5210M,Caja muñeca micro sulfatada morada, -   ,,,
5210NGO,Caja muñeca micro sulfatada negra,9,,,
5210P,Caja muñeca micro sulfatada plata,45,,,
5210R,Caja muñeca micro sulfatada rojo,60,,,
5210RC,Caja muñeca micro sulfatada rosa claro,6,,,
5210RF,Caja muñeca micro sulfatada rosa fiusha,42,,,
5210V,Caja muñeca micro sulfatada verde,52,,,
5250,Caja chocolatera corazon, -   ,,,
5251,Caja kraft buzz, -   ,,,
5252,Maletin micro kraft post love, -   ,,,
5253,Almohada tipo bolsa papá,24,,,
5253N,Almohada tipo bolsa nautica,6,,,
5253T,Almohada tipo bolsa this much, -   ,,,
5254,Lonchera grande papá kraft,10,,,
5254K,Lonchera grande cumple kraft,16,,,
5255,Er 06 mama caple kraft,3,,,
5256,Lonchera grande mama kraft,32,,,
5257,Almohada tipo bolsa mama kraft,11,,,
5258,Caja yours tipo sobre grande,11,,,
5259K,Dulcera corazon kraft,18,,,
5259R,Dulcera corazon roja,6,,,
D5260A,Cubo contraencolado color liso azul 9x9x9,28,,,
D5260R,Cubo contraencolado color liso rojo 9x9x9, -   ,,,
D5260V,Cubo contraencolado color liso verde 9x9x9, -   ,,,
D5261A,Cubo contraencolado color liso azul 20x20x20, -   ,,,
D5261R,Cubo contraencolado color liso rojo 20x20x20, -   ,,,
D5261V,Cubo contraencolado color liso verde 20x20x20, -   ,,,
D5262A,Cubo contraencolado color liso azul 30x30x30, -   ,,,
D5262R,Cubo contraencolado color liso rojo 30x30x30, -   ,,,
D5262V,Cubo contraencolado color liso verde 30x30x30, -   ,,,
D5263A,Cubo contraencolado color liso azul 40x40x40, -   ,,,
D5263R,Cubo contraencolado color liso rojo 40x40x40, -   ,,,
D5263V,Cubo contraencolado color liso verde 40x40x40, -   ,,,
5264,Caja vizcaino baby girl, -   ,,,
5265,Caja vizcaino baby boy,15,,,
5266A,Lonchera be mine azul,16,,,
5266R,Lonchera be mine rosa,21,,,
5267,Cubo tu,18,,,
5269,Almohada corazon,15,,,
5269K,Almohada kraft te amo,57,,,
5270,Caja vizcaino dude,37,,,
5271,CAJA HAPPY DAY 14 FEB,31,,,
5272,Er 06 you & me,21,,,
5273A,Caja multiusos true love azul,6,,,
5273L,Caja multiusos love, -   ,,,
5273R,Caja multiusos true love rosa, -   ,,,
5274,Caja vizcaino keep calm,15,,,
5275AM,Contenedor amarillo,25,,,
5275AZ,Contenedor azul,85,,,
5275BCO,Contenedor blanco,115,,,
5275K,Contenedor kraft,82,,,
5275M,Contenedor morado,43,,,
5275N,Contenedor naranja,45,,,
5275NGO,Contenedor negro,74,,,
5275ROJO,Contenedor rojo,69,,,
5275ROSA,Contenedor rosa,57,,,
5275V,Contenedor verde,57,,,
5276FE,CAJA VIZCAINO 14 FEB,1,,,
5276HB,Caja vizcaino happy birthday,36,,,
5277,Caja lunares con corazon,34,,,
5278,Caja tipo frack,68,,,
5279,Caja tipo vestido de novia,113,,,
5280,Bolsa franky,13,,,
5281,Caja i love you,21,,,
5283,Caja empaque corazon chica ,20,,,
5284,Caja empaque corazon mediana ,35,,,
5285,Caja empaque corazon grande ,13,,,
5286,Cubo surprise, -   ,,,
5286TY,Cubo surprise tu+yo, -   ,,,
5287L,Caja muñeca  love kraft,8,,,
5287ROJA,Caja muñeca rayas roja ,25,,,
5287ROSA,Caja muñeca rayas rosa ,26,,,
5288ABC,Caja happy day abc ,11,,,
5288HD,Caja happy day  ,3,,,
5288SK,Caja happy day surprise kraft,14,,,
5289,Alcancia fantasma ,47,,,
5290C,Lonchera calabaza,18,,,
5290V,Lonchera vampiro,3,,,
5291,Caja vizcaino love, -   ,,,
5292,Lonchera siempre tu,23,,,
5293,Caja yours tipo sobre chico, -   ,,,
5294N,Caja corazon negro,16,,,
5294R,Caja corazon rojo,1,,,
5296,Muñeca mini love,18,,,
5297,Cubo kraft corazon,33,,,
5301,Pastelera super,50,,,
5302,Pasteleragrande,37,,,
5303,Pastelera mediana,23,,,
5304,Pastelera chica ,60,,,
5306,Pastelera chica alta,82,,,
5307,Charola don bosco,68,,,
5308,Caja tipo moka,28,,,
5309,Pastelera especial mini,30,,,
5311,Caja para papa grande,102,,,
5312,Caja para papa chica,33,,,
5313,Caja t/amohada para pay ,94,,,
5314,Caja para hamburguesa,140,,,
5315,Charola para rebanada de pizza,79,,,
5316,Caja para rebanada de pizza,22,,,
5317,Caja para sandwich,98,,,
5318,Charola para hot dog,55,,,
5319B,Cono para crepa bond,131,,,
5319K,Cono para crepa kraft, -   ,,,
5320,Caja para 4 cup cake con tambor c/vent,15,,,
5321,Caja para 9 cup cake con tambor c/vent,22,,,
5322,Caja para 6 cup cake con tambor c/vent,36,,,
5323,Caja para 12 cup cake con tambor c/vent,28,,,
5324,Caja para 1 cup cake con tambor c/vent,198,,,
5325,Caja para 2 cup cake con tambor c/vent,49,,,
5326A,Caja para 1 cup cake  azul c/ventana de acetato,39,,,
5326CH,Caja para 1 cup cake chocolate c/ventana de acetato,49,,,
5326R,Caja para 1 cup cake fiusha c/ventana de acetato,48,,,
5326VL,Caja para 1 cup cake verde limon c/ventana de acetato,22,,,
5402,Lonchera mex box  kraft ,18,,,
5403,Lonchera super ,229,,,
5404,Lonchera grande,114,,,
5405,Lonchera mediana,60,,,
5406,Lonchera chica ,99,,,
5407,Lonchera grande kraft impresa,2,,,
5408B,Lonchera blanca con ventana ovalada c/acetato ,17,,,
5408K,Lonchera kraft con ventana ovalada c/acetato ,50,,,
5410AC,Dulcera grande azul claro, -   ,,,
5410AF,Dulcera grande azul rey,35,,,
5410AM,Dulcera grande amarilla D816,25,,,
D5410M,Dulcera grande morado, -   ,,,
5410N,Dulcera grande naranja,42,,,
5410R,Dulcera grande roja,41,,,
D5410RL,Dulcera grande roja lisa, -   ,,,
5410ROSA,Dulcera grande rosa,19,,,
5410VF,Dulcera grande verde fuerte,41,,,
5410VL,Dulcera grande verde limon,21,,,
5411AC,Dulcera chica azul claro,41,,,
5411AF,Dulcera chica azul rey ,38,,,
5411AM,Dulcera chica amarilla,45,,,
5411N,Dulcera chica naranja,68,,,
5411ROJO,Dulcera chica rojo,64,,,
5411ROSA,Dulcera chica rosa,67,,,
5411VF,Dulcera chica verde fuerte,44,,,
5411VL,Dulcera chica verde limon,50,,,
5412A,Dulcera chica lunares azul,30,,,
5412R,Dulcera chica lunares rosa,31,,,
5413A,Dulcera lisa color azul,14,,,
D5413AM,Dulcera lisa color amarilla,50,,,
5413C,Dulcera conejo,18,,,
D5413D,Dulcera lisa color dorada, -   ,,,
5413H,Dulcera halloween, -   ,,,
5413L,Dulcera lapices,11,,,
5413M,Dulcera lisa color morada,50,,,
D5413NA,Dulcera niño azul,89,,,
D5413NR,Dulcera niña rosa,84,,,
D5413P,Dulcera pollito,27,,,
5413PL,Dulcera lisa color plata,100,,,
5413R,Dulcera lisa color roja, -   ,,,
D5413RO,Dulcera lisa color rosa,29,,,
5414F,Dulcera felicidades,23,,,
5414H,Dulcera hallowen,20,,,
5417,DULCERA SULFATADA BLANCA LISA,146,,,
5418,Lonchera mediana dia del niño, -   ,,,
5494,Muñeca miniatura de acetato,13,,,
5495,Caja bolito de acetato,32,,,
5496,Hexagono miniatura de acetato ,16,,,
5497,Er 01 caja regalo Con tapa de acetato,21,,,
5498,Er 03 caja regalo Con tapa de acetato,3,,,
5499,Er 06 caja regalo Con tapa de acetato, -   ,,,
5501,Disco chico p/pastel,26,,,
5502,Disco mediano p/pastel,25,,,
5503,Disco grande p/pastel,30,,,
5504,Base rosca  mediana,366,,,
5505,Base rosca chica,541,,,
5506,Base rosca grande,182,,,
5507,Caja rosca grande micro,104,,,
5508,Caja rosca mediana micro,243,,,
5509,Caja rosca chica micro,143,,,
5510,Caja rosca grande micro, -   ,,,
5511,Caja rosca mediana micro,174,,,
5512,Caja rosca chica micro,182,,,
5601,Caja jumbo micro,34,,,
5602,Caja vestido de novia,36,,,
5603,Caja para ramo de novia,4,,,
5604,Caja para ramo xv años 30x30, -   ,,,
5605,Caja para ramo xv años 26x26,15,,,
5606,Archialta,215,,,
5607,Archimini,109,,,
5608,Cubo micro blanco,287,,,
5609,Caja gis,159,,,
5610,Caja micro bond ho,204,,,
5611,Caja vela grande micro,114,,,
5612,Caja vela chica micro,194,,,
5613,Cubo rehilete,73,,,
5614,Caja crema gde.   Micro kraft, -   ,,,
5615,Caja crema chica micro kraft, -   ,,,
5619,Cubo micro kraft,170,,,
5623,Cubo micro kraft,169,,,
5624,Cubo micro kraft,49,,,
5625,Centro de mesa micro kraft grande,186,,,
5626,Bolsa micro kraft grande,74,,,
5627,Cubo micro kraft ,50,,,
5628,Casita micro kraft,19,,,
5629,Vela mini micro bond,147,,,
5630,Caja doble gis ,118,,,
5631,Bolsa micro kraft chica,126,,,
5632,Centro de mesa micro kraft chico,68,,,
5634,Ordenador de cajon corto 44 ect,18,,,
5637,Caja botella micro kraft ,55,,,
5638,Cubo micro kraft ,13,,,
5639,Cubo micro kraft ,223,,,
5640,Lonchera six micro kraft ,12,,,
5703A,Parasol no.3 avioneta,3,,,
5703B,Parasol no.3 bandera,2,,,
5703F,Parasol no.3 fashion,3,,,
5703CG,Parasol no.3 ciudad de guadalajara,1,,,
5703M,Parasol no.3 mostacho,1,,,
5703GG,Parasol no.3 guadalajara ,0,,,
5801,Pizza 0 bond 20x20, -   ,,,
5802,Pizza 0 kraft 20x20,200,,,
5803,Pizza 1 bond 25x25, -   ,,,
5804,Pizza 1 kraft 25x25,100,,,
5807,Pizza 3 bond 32x32, -   ,,,
5808,Pizza 3 kraft 32x32,100,,,
5809,Pizza 4 bond 34x34, -   ,,,
5810,Pizza 4 kraft 34x34,104,,,
5811,Pizza 4a bond 38x38,2,,,
5812,Pizza 4a kraft 38x38,22,,,
5813,Pizza 5 bond 41x41,13,,,
5814,Pizza 5 kraft 41x41,50,,,
5815,Pizza 5a bond 44x44,2,,,
5816,Pizza 5a kraft 44x44,65,,,
5818,Pizza 30cm bond,3,,,
5819,Pizza 30cm kraft,6,,,
5820,Pizza 36cm bond, -   ,,,
5821,Pizza 36cm kraft,120,,,
5901,Caja single no. 3,53,,,
5902,Caja single no. 6,57,,,
5903,Caja single no. 13,62,,,
5904,Pastelera mediana single,84,,,
5905,Almohada grande single ,45,,,
5906,Cofre mini single,123,,,
5907,Cofre mediano single,86,,,
5908,Cofre grande single,91,,,
5909,Lonchera chica single,111,,,
5910,Caja p/botella single,53,,,
5911,Bolsa single chica,107,,,
5912,BOLSA SINGLE MINI C/ASA,122,,,
5913,Cubo single,110,,,
5914,Sobre single t/carta,17,,,
5916,Bolo single tipo alcancia,89,,,
5917,Bolsa single mediana,46,,,
5918,Bolsa single grande,67,,,
5920,Almohada mini single,198,,,
5921,Caja para cd single,6,,,
5922,Caja single no.11,23,,,
5923,Caja single no.15,17,,,
5924,Lonchera mediana single, -   ,,,
5926,BOLSA MEDIANA C/ASA SINGLE,16,,,
5929,Cubo sorpresa single,49,,,
5930,Almohada chica single,52,,,
5931,Centro de mesa single mediano,138,,,
5932,Centro de mesa single grande,150,,,
5933,Centro de mesa single mini,137,,,
5934,Cofre corrugado,5,,,
5935,Dulcero grande single,159,,,
5936,Dulcero chica single ,120,,,
5937,Centro de mesa plano grande single,70,,,
5938,Centro de mesa plano chico single,132,,,
5939,Cofre corrugado jumbo,7,,,
5940,Cubo single ho,163,,,
5941,Almohada jumbo single,42,,,
6001D,Caja joyeria #32 dorada,5,,,
6001P,Caja joyeria #32 plateada,9,,,
6002D,Caja pulsera #33 dorada,13,,,
6002P,Caja pulsera #33 plateada,12,,,
6003,Caja dorada y plateada  , -   ,,,
6004,Caja decorada,2,,,
6005D,Caja reloj #82 dorada,1,,,
6005P,Caja reloj #82 plateada,15,,,
6006D,Caja collar #75 dorada,8,,,
6006P,Caja collar #75 plateada,1,,,
6007,Papel regalo disney,72,,,
6008,Papel regalo couche,164,,,
6009,Papel regalo kraft, -   ,,,
6010AC,Papel de china azul cielo,23,,,
6010AMC,Papel de china amarillo canario,9,,,
6010AMF,Papel de china amarillo fuerte,48,,,
6010AR,Papel de china azul rey,27,,,
6010AZM,Papel de china azul marino, -   ,,,
6010BCO,Papel de china blanco,73,,,
6010BE,Papel de china beige, -   ,,,
6010C,Papel de china café,18,,,
6010F,Papel de china fiusha,25,,,
6010G,Papel de china gris , -   ,,,
6010K,Papel de china color kraft, -   ,,,
6010L,Papel de china lila,22,,,
6010M,Papel de china morado,47,,,
6010N,Papel de china naranja,82,,,
6010NEG,Papel de china negro,19,,,
6010ROJO,Papel de china rojo,95,,,
6010ROSA,Papel de china rosa,44,,,
6010T,Papel de china tinto, -   ,,,
6010VB,Papel de china verde bandera,167,,,
6010VL,Papel de china verde limon, -   ,,,
6011AC,Moño magico mediano azul cielo, -   ,,,
6011AM,Moño magico mediano amarillo,0,,,
6011AR,Moño magico mediano azul rey,17,,,
6011BCO,Moño magico mediano blanco,0,,,
6011D,Moño magico mediano dorado,32,,,
6011ROJO,Moño magico mediano rojo,10,,,
6011ROSA,Moño magico mediano rosa,32,,,
6011V,Moño magico mediano verde,18,,,
6011SC,Moño magico mediano surtido claro,0,,,
6011SF,Moño magico mediano surtido fuerte,0,,,
6012AC,Moño magico chico azul cielo, -   ,,,
6012AM,Moño magico chico amarillo,0,,,
6012AR,Moño magico chico azul rey,23,,,
6012BCO,Moño magico chico blanco,44,,,
6012D,Moño magico chico dorado,33,,,
6012ROJO,Moño magico chico rojo,0,,,
6012ROSA,Moño magico chico rosa,50,,,
6012V,Moño magico chico verde,16,,,
6012SC,Moño magico chico surtido claro,0,,,
6012SF,Moño magico chico surtido fuerte,0,,,
6013AC,Moño magico gde azul cielo, -   ,,,
6013AM,Moño magico gde amarillo,0,,,
6013AR,Moño magico gde azul rey,13,,,
6013BCO,Moño magico gde blanco,0,,,
6013D,Moño magico gde dorado,33,,,
6013ROJO,Moño magico gde rojo,11,,,
6013ROSA,Moño magico gde rosa,17,,,
6013V,Moño magico gde verde,14,,,
6013SC,Moño magico gde surtido claro,0,,,
6013SF,Moño magico gde surtido fuerte,0,,,
6014,Cinta celofan transparente ,1,,,
6015,Cinta diurex,26,,,
6017AR,Papel regalo metalico azul rey,5,,,
6017D,Papel regalo metalico dorado, -   ,,,
6017P,Papel regalo metalico plata,22,,,
6017R,Papel regalo metalico rojo,17,,,
6017V,Papel regalo metalico verde,7,,,
6019AR,Paquete papel de china picado azul rey, -   ,,,
6019B,Paquete papel de china picado blanco,0,,,
6019R,Paquete papel de china picado rojo,0,,,
6019V,Paquete papel de china picado verde bandera,0,,,
6019S,Paquete papel de china picado surtido,86,,,
6020,Moño chico decorado, -   ,,,
6021,Moño mediano decorado, -   ,,,
6022,Cilindro chico  de acetato,10,,,
6024,Moño grande decorado, -   ,,,
6027,DULCERO DECORADO SINGLE CHICO,66,,,
6028,DULCERO DECORADO SINGLE GRANDE,14,,,
6029H,Portaretrato single s/ decorar horizontal,60,,,
6029V,Portaretrato single s/ decorar vertical, -   ,,,
6030H,Portaretrato single decorado t/o horizontal,1,,,
6030V,Portaretrato single decorado t/o vertical, -   ,,,
6031,Cofre corrugado gde. Decorado, -   ,,,
6032,Cofre mediano single decorado,20,,,
6033,Cofre grande decorado single ,1,,,
6037,Bolsa papel kraft mini-mini , -   ,,,
6043,Bolsa kraft natural para botella c/ojillo, -   ,,,
6047,Cubo corrugado decorado, -   ,,,
6049,Corazón  pintado chico,20,,,
6050,Corazón  pintado mediano,20,,,
6051,Corazón  pintado grande,20,,,
6081,Cilindro de acetato mediano ,5,,,
6086,Cilindro de acetato jumbo, -   ,,,
6087,Cilindro de acetato grande,2,,,
6088,Cilindro de acetato p/corona, -   ,,,
6089,Cilindro bolo de acetato, -   ,,,
6090,Cilindro mini corrugado ,16,,,
6091,Cilindro chico corrugado ,15,,,
6092,Cilindro mediano corrugado    ,7,,,
6093,Cilindro grande corrugado , -   ,,,
6094,Cilindro jumbo corrugado , -   ,,,
6095,Cilindro petit micro ,15,,,
6096,Cilindro de acetato mini ,10,,,
6097,Cilindro joyero acetato, -   ,,,
6098,Cilindro petit acetato,11,,,
6102,Cilindro joyero micro,2,,,
6108,Bolo acetato tira pintada, -   ,,,
6110,Cilindro de acetato p/ tocado, -   ,,,
6118AM,Cilindro joyero color amarillo, -   ,,,
6118AC,Cilindro joyero color azul claro,2,,,
6118AR,Cilindro joyero color azul rey, -   ,,,
6118B,Cilindro joyero color blanco,4,,,
6118M,Cilindro joyero color morado, -   ,,,
6118N,Cilindro joyero color naranja, -   ,,,
6118R,Cilindro joyero color rojo, -   ,,,
6118RC,Cilindro joyero color rosa claro, -   ,,,
6118RF,Cilindro joyero color rosa fiusha, -   ,,,
6118VF,Cilindro joyero color verde fuerte, -   ,,,
6118VL,Cilindro joyero color verde limon, -   ,,,
6119,Caja sombrero med single , -   ,,,
6120,Caja sombrero grande single ,1,,,
6121,Caja hexagono chico corrugado, -   ,,,
6122,Caja hexagono med corrugado, -   ,,,
6123,Caja hexagono gde corrugado,1,,,
6124,Caja ovalo chico corrugado, -   ,,,
6125,Caja ovalo med corrugado, -   ,,,
6126,Caja ovalo gde corrugado, -   ,,,
6127,Estrella chica corrugado ,1,,,
6128,Estrella grande corrugado , -   ,,,
6129,Caja hexagono chica decorado corrug,1,,,
6130,Caja hexagono med decorado corrug, -   ,,,
6131,Caja hexagono gde decorado corrug , -   ,,,
6132,Caja ovalo chico decorado corrugado,2,,,
6133,Caja ovalo med decorado corrugado, -   ,,,
6134,Caja ovalo gde decorado corrugado,2,,,
6135,Casita decorada , -   ,,,
6136,Estrella jumbo corrugado,1,,,
6137,Cubo corrugado sin decorar, -   ,,,
6138,Cofre jumbo decorado corrugado,1,,,
6139,Caja manzana chica corrugado, -   ,,,
6140,Caja manzana grande corrugado,2,,,
6141,Cilindro petit decorado corrugado t/o ,1,,,
6142,Cilindro mini decorado corrugado t/o , -   ,,,
6143,Cilindro chico decorado corrugado t/o , -   ,,,
6144,Cilindro mediano decorado corrugado t/o , -   ,,,
6145,Cilindro grande decorado corrugado t/o ,1,,,
6146,Cilindro jumbo decorado corrugado t/o , -   ,,,
6147,Cilindro de acetato botella decorada, -   ,,,
6148,Cilindro corrugado botella decorada, -   ,,,
6149AM,Caja chocolatera amarillo,1,,,
6149AC,Caja chocolatera azul claro, -   ,,,
6149AR,Caja chocolatera azul rey, -   ,,,
6149M,Caja chocolatera morado, -   ,,,
6149N,Caja chocolatera naranja, -   ,,,
6149R,Caja chocolatera rojo,1,,,
6149RC,Caja chocolatera rosa claro, -   ,,,
6149RF,Caja chocolatera rosa fiusha, -   ,,,
6149VF,Caja chocolatera verde fuerte, -   ,,,
6149VL,Caja chocolatera verde limon, -   ,,,
6150,Cilindro sorpresa corrugado decorado,4,,,
6151,Caja domino corrugado,2,,,
6152,Caja carta baraja corrugado, -   ,,,
6153,Caja dado chico corrugado, -   ,,,
6154,Caja dado grande corrugado, -   ,,,
6155,Caja mariposa grande corrugado decorado,3,,,
6156,Caja mariposa chica corrugado decorado, -   ,,,
6157,Caja flor grande corrugado decorado,2,,,
6158,Caja flor chica corrugado decorado,5,,,
6163,Corazon grande 15 cm de altura, -   ,,,
6165,Corazon corrugado con ventana, -   ,,,
6166,CILINDRO GRANDE DE 15CM DE ALTURA 14 FEB, -   ,,,
6201,CAJA PARA GALLO MED. 50X15X43,5,,,
6203,Contenedor chico  dc , -   ,,,
6204,Contenedor grande dc , -   ,,,
6205,Caja cuadro chico ,14,,,
6206,Caja cuadro grande ,13,,,
6207C,Juguetero ch impreso cuadros, -   ,,,
6207ÑA,Juguetero ch impreso niña,4,,,
6207ÑO,Juguetero ch impreso niño ,2,,,
6209,Casita blanca corrugada,1,,,
6210,Avion en corrugado kraft , -   ,,,
6211,Estufa en corrug kraft ,1,,,
6212,Carrito en corrug kraft ,3,,,
6213,Cohete en corrug kraft , -   ,,,
6214,Juego de vinil para estufa ,1,,,
6215,Juego de vinil para carrito , -   ,,,
6216,Juego de vinil para cohete , -   ,,,
6301,Exhibidor de Cartón , -   ,,,
6306,Cubo corrugado decorado navideño, -   ,,,
6307,Pino corrugado ensamblable medida 54x61, -   ,,,
6308,Pino corrugado con estrella ensamblable medida 45x68, -   ,,,
6309,Cilindro bastones chico , -   ,,,
6310,Centro de mesa chico single reno, -   ,,,
6311,Centro de mesa grande single reno, -   ,,,
6312,Centro de mesa chico plano single reno, -   ,,,
6313,Centro de mesa grande plano single reno, -   ,,,
6314,Caja pingüino corrugado , -   ,,,
6315,Caja campana corrugado, -   ,,,
6316,Caja galleta jengibre corrugado, -   ,,,
6317,Caja pino chico micro navideña, -   ,,,
6318,Caja corrugado decorado navideño, -   ,,,
6319,Caja pino grande decorado micro navideña, -   ,,,
6320,Caja mono de nieve micro navideña,1,,,
6321,Caja bota micro navideña,1,,,
6322,Caja baston micro navideña,5,,,
6323,Cofre jumbo corrugado decorado navideño,2,,,
6324,Cilindro de acetato botella decorado nav, -   ,,,
6325,Cilindro corrugado botella decorado nav, -   ,,,
6326,Caja chocolatera decorada navideña y moño,10,,,
6327,Cilindro sorpresa corrugado decorado nav,1,,,
6328,Cilindro corrugado cara de reno nav,1,,,
6329,Cilindro corrugado vela navideña, -   ,,,
6330,Caja hexagono chica dec navideña corrug, -   ,,,
6331,Caja hexagono mediano dec navideña corrug, -   ,,,
6332,Caja hexagono grande dec navideña corrug, -   ,,,
6333,Caja ovalo chica dec navideña corrug, -   ,,,
6334,Caja ovalo med dec navideña corrug, -   ,,,
6335,Caja ovalo gde dec navideña corrug, -   ,,,
6336,Cofre grande dec navideño single, -   ,,,
6350,Cilindro mediano pintado navideño santa claus, -   ,,,
6351,Cilindro grande pintado navideño santa claus, -   ,,,
6352,Cilindro jumbo pintado navideño santa claus, -   ,,,
6353,Cubo copos 20x20 micro kraft, -   ,,,
6354,Cubo copos 30x30 micro kraft, -   ,,,
6355,Cubo copos 40x40 micro kraft,18,,,
6360,Casita dec navideña, -   ,,,
6375,Er-13 pingüino ,17,,,
6376,Er-11 esp hojas , -   ,,,
6377,Er-06 hojas , -   ,,,
6378,Vizcaino joy peace love, -   ,,,
6379,Almohada grande pino blanco,15,,,
6380,Maletin micro kraft copos venado, -   ,,,
6381A,Sobre yours rombo azul, -   ,,,
6381R,Sobre yours rombo rojo , -   ,,,
6382A,Almohada con asa estrella nav azul,17,,,
6382R,Almohada con asa estrella nav rojo,7,,,
6382V,Almohada con asa estrella nav verde,12,,,
6383D,Lonchera mediana collage nav dorado , -   ,,,
6383P,Lonchera mediana collage nav plata,9,,,
6383R,Lonchera mediana collage nav rojo ,4,,,
